demand_node_index,truck_node_index,distance,scaled_demand
demand4,truck9,240.1421383467357,7
demand4,truck11,112.74016372788016,23
demand4,truck15,318.53814293744557,0
demand4,truck16,257.0396329231545,5
demand4,truck18,231.84620090046423,9
demand4,truck21,221.82443616179185,10
demand4,truck22,155.7037847015837,18
demand4,truck26,484.06432058764966,0
demand4,truck28,479.3639095360349,0
demand4,truck30,406.6425980417207,0
demand4,truck33,472.93079513411,0
demand4,truck36,464.30620728581596,0
demand4,truck37,545.0499595396136,0
demand4,truck38,548.8687756867465,0
demand4,truck39,670.2111115714993,0
demand4,truck41,628.1323174684462,0
demand4,truck44,359.78128989368776,0
demand4,truck53,368.6819845410621,0
demand5,truck9,283.7935782561626,2
demand5,truck11,179.41775150186882,12
demand5,truck15,332.6307877606969,0
demand5,truck16,247.4418116484211,5
demand5,truck18,222.24837962573082,8
demand5,truck21,212.22661488705845,9
demand5,truck22,146.10596342685028,15
demand5,truck26,474.46649931291626,0
demand5,truck28,469.7660882613015,0
demand5,truck30,397.0447767669873,0
demand5,truck33,463.3329738593766,0
demand5,truck36,454.70838601108255,0
demand5,truck37,535.4521382648802,0
demand5,truck38,539.2709544120131,0
demand5,truck39,660.6132902967659,0
demand5,truck41,618.5344961937128,0
demand5,truck44,350.18346861895435,0
demand5,truck53,359.0841632663287,0
demand7,truck9,339.38778036573933,0
demand7,truck11,275.4920595365581,2
demand7,truck15,388.22498987027353,0
demand7,truck16,303.03601375799775,0
demand7,truck18,276.7714429969445,2
demand7,truck21,133.63153459361138,12
demand7,truck22,201.70016553642697,7
demand7,truck26,530.0607014224929,0
demand7,truck28,524.2891516325151,0
demand7,truck30,429.56965577819466,0
demand7,truck33,386.7685075355156,0
demand7,truck36,509.2314493822962,0
demand7,truck37,589.975201636094,0
demand7,truck38,594.8651565215897,0
demand7,truck39,716.2074924063425,0
demand7,truck41,672.7536644462392,0
demand7,truck44,404.706531990168,0
demand7,truck53,414.67836537590534,0
demand8,truck9,197.97682796116558,26
demand8,truck11,61.20811640195792,50
demand8,truck15,276.37283255187543,6
demand8,truck16,236.4986157331893,16
demand8,truck18,211.30518371049902,22
demand8,truck21,201.28341897182665,25
demand8,truck22,135.16276751161848,41
demand8,truck26,463.5233033976844,0
demand8,truck28,458.8228923460697,0
demand8,truck30,386.1015808517555,0
demand8,truck33,452.3897779441447,0
demand8,truck36,443.76519009585076,0
demand8,truck37,524.5089423496485,0
demand8,truck38,528.3277584967813,0
demand8,truck39,649.670094381534,0
demand8,truck41,607.5913002784811,0
demand8,truck44,339.24027270372255,0
demand8,truck53,329.34018520953447,0
demand11,truck9,173.94659592403326,22
demand11,truck11,244.56945063237086,10
demand11,truck15,96.71967505006045,35
demand11,truck16,63.718556287182246,35
demand11,truck18,120.46627021482777,31
demand11,truck21,235.6050077901539,11
demand11,truck22,169.48435632994574,23
demand11,truck26,290.7432439516774,2
demand11,truck28,292.1926958546955,1
demand11,truck30,219.47138436038134,14
demand11,truck33,327.01350175334073,0
demand11,truck36,277.13499360447656,4
demand11,truck37,357.8787458582742,0
demand11,truck38,355.54769905077427,0
demand11,truck39,476.89003493552684,0
demand11,truck41,440.9611037871069,0
demand11,truck44,172.61007621234842,22
demand11,truck53,149.68702770771952,26
demand14,truck9,118.99721593988276,32
demand14,truck11,257.3863449780353,7
demand14,truck15,78.60046893218275,35
demand14,truck16,158.68038379270902,25
demand14,truck18,215.42809772035454,15
demand14,truck21,323.29545651558357,0
demand14,truck22,257.1748050553754,7
demand14,truck26,283.28605586377535,3
demand14,truck28,335.6604186170177,0
demand14,truck30,313.5608151030151,0
demand14,truck33,421.1029324959745,0
demand14,truck36,371.22442434711036,0
demand14,truck37,401.3464686205964,0
demand14,truck38,348.0905109628722,0
demand14,truck39,469.4328468476248,0
