demand_node_index,truck_node_index,distance,scaled_demand
demand4,truck4,58.69758185286871,25
demand4,truck8,304.1305792506895,0
demand4,truck9,240.1421383467357,0
demand4,truck11,112.74016372788016,13
demand4,truck15,318.53814293744557,0
demand4,truck16,257.0396329231545,0
demand4,truck18,231.84620090046423,0
demand4,truck19,298.4900608830527,0
demand4,truck21,221.82443616179185,0
demand4,truck22,155.7037847015837,0
demand4,truck26,484.06432058764966,0
demand4,truck28,479.3639095360349,0
demand4,truck30,406.6425980417207,0
demand4,truck33,472.93079513411,0
demand4,truck36,464.30620728581596,0
demand4,truck37,545.0499595396136,0
demand4,truck38,548.8687756867465,0
demand4,truck39,670.2111115714993,0
demand4,truck41,628.1323174684462,0
demand4,truck44,359.78128989368776,0
demand4,truck52,342.5831293687212,0
demand4,truck53,368.6819845410621,0
demand5,truck4,87.6840373376797,18
demand5,truck8,360.52962505737,0
demand5,truck9,283.7935782561626,0
demand5,truck11,179.41775150186882,0
demand5,truck15,332.6307877606969,0
demand5,truck16,247.4418116484211,0
demand5,truck18,222.24837962573082,0
demand5,truck19,288.8922396083193,0
demand5,truck21,212.22661488705845,0
demand5,truck22,146.10596342685028,1
demand5,truck26,474.46649931291626,0
demand5,truck28,469.7660882613015,0
demand5,truck30,397.0447767669873,0
demand5,truck33,463.3329738593766,0
demand5,truck36,454.70838601108255,0
demand5,truck37,535.4521382648802,0
demand5,truck38,539.2709544120131,0
demand5,truck39,660.6132902967659,0
demand5,truck41,618.5344961937128,0
demand5,truck44,350.18346861895435,0
demand5,truck52,332.9853080939878,0
demand5,truck53,359.0841632663287,0
demand7,truck4,183.75834537236895,0
demand7,truck8,416.12382716694674,0
demand7,truck9,339.38778036573933,0
demand7,truck11,275.4920595365581,0
demand7,truck15,388.22498987027353,0
demand7,truck16,303.03601375799775,0
demand7,truck18,276.7714429969445,0
demand7,truck19,212.32777328445832,0
demand7,truck21,133.63153459361138,4
demand7,truck22,201.70016553642697,0
demand7,truck26,530.0607014224929,0
demand7,truck28,524.2891516325151,0
demand7,truck30,429.56965577819466,0
demand7,truck33,386.7685075355156,0
demand7,truck36,509.2314493822962,0
demand7,truck37,589.975201636094,0
